사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,방지시설연간가동일수,방지시설조업시간,배출시설연간가동일수,배출시설조업시간,업종명,종별명,주생산품명,환경업무구분명,정제지번주소,정제도로명주소,정제우편번호
대구카톨릭치매센타,20001025,폐업 등,20020517,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 논공읍 남리 717-2,,711850
(주)한국천연염색,20001030,폐업 등,20040906,,,,,,,,,섬유 염색 및 가공업,2종,,대기배출업소관리,대구광역시 달성군 현풍면 신기리 166번지 (공단외),대구광역시 달성군 현풍면 과학북로100길 78  ((공단외)),711871
상일스텐현풍공장,20001204,폐업 등,20070109,,,,,,,,,알루미늄주물 주조업,4종,,대기배출업소관리,대구광역시 달성군 유가면 용리 706-8번지 (공단외),대구광역시 달성군 유가면 용금공단길 9-2  ((공단외)),4
평화기공(주)2공장,20001025,폐업 등,20030625,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-126번지,대구광역시 달성군 논공읍 논공중앙로 395,711855
일동화학(주),20001004,폐업 등,20060116,,,,,,,,,기타 화학제품 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-106번지,대구광역시 달성군 논공읍 논공로 556,711855
(주)현민기술연구소,20021221,폐업 등,20021221,,,,,,,,,"전자기 측정, 시험 및 분석기구 제조업",,,대기배출업소관리,대구광역시 달성군 논공읍 북리 1-89번지,대구광역시 달성군 논공읍 논공중앙로51길 3,
금오금속,20070629,폐업 등,20070629,,,,,,,,,,,,대기배출업소관리,대구광역시 달성군 논공읍 상리 646번지,대구광역시 달성군 논공읍 걸미1길 15-19,711856
일신금속,20010612,폐업 등,20040831,,,,,,,,,제 1차 비철금속산업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 북리 1-119번지,대구광역시 달성군 논공읍 논공로117길 32,711852
북동공업사,20010615,폐업 등,20070112,,,,,,,,,기타 금속처리업,3종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-95번지,대구광역시 달성군 논공읍 논공로69길 75,711855
대경산업,20010228,폐업 등,20040826,,,,,,,,,폐기물 처리업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 방천리 산 107-6번지 (공단외),,711811
동일리사이클링,20010330,폐업 등,20010925,,,,,,,,,기타 제 1차 비철금속산업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 하산리 134번지,대구광역시 달성군 하빈면 하산4길 76,711820
신성부직포,20010409,폐업 등,20030704,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 봉촌리 566-3번지 (공단외),,711823
대창타포린공업사,20010410,폐업 등,20060314,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 금포리 952-1번지 (공단외),대구광역시 달성군 논공읍 비슬로 1871  ((공단외)),711851
홍화농원,20010510,폐업 등,20010511,,,,,,,,,화훼작물 재배업,4종,,대기배출업소관리,대구광역시 달성군 다사읍 서재리 450번지,대구광역시 달성군 다사읍 서재본길 47,711810
경명산업사,20010514,폐업 등,20040830,,,,,,,,,합성수지 및 기타 플라스틱물질 제조업,5종,,대기배출업소관리,대구광역시 달성군 옥포면 강림리 474-2번지 (공단외),대구광역시 달성군 옥포면 농공공단길 54  ((공단외)),711842
베어가설산업,20010604,폐업 등,20041229,,,,,,,,,폐기물 처리업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 세천리 92-1번지 (공단외),,711814
현대아크릴,20020306,폐업 등,20040625,,,,,,,,,플라스틱제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 791-1번지 외 1필지,대구광역시 달성군 논공읍 비슬로264길 18 (외 1필지),
대양스트랩(주),20020327,폐업 등,20060406,,,,,,,,,플라스틱제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 금포리 944-2번지 (공단외),대구광역시 달성군 논공읍 비슬로 1887  ((공단외)),711851
성만산업,20061012,폐업 등,20151124,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달성군 논공읍 금포리 945-1번지,대구광역시 달성군 논공읍 농공공단1길 2,
(주)평화이엔지,20061228,운영중,,,,,,,,,,"고무, 화학섬유 및 플라스틱 성형기 제조업",5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-108번지,대구광역시 달성군 논공읍 논공로 511,
대흥산업,20070207,운영중,,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 현내리 578-1번지,대구광역시 달성군 하빈면 하빈로 449,
(주)삼동하우징,20070228,운영중,,,,,,,,,,제재 및 목재 가공업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 서재리 793-1번지,대구광역시 달성군 다사읍 서재로7길 77,
(주)스틸라인 달성공장,20070307,운영중,,,,,,,,,,그외 기타 금속가공업,5종,,대기배출업소관리,대구광역시 달성군 구지면 예현리 764-8번지,대구광역시 달성군 구지면 달성2차동3로 41,
원캐스팅,20070619,폐업 등,20080826,,,,,,,,,선박 구성부분품 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 646번지,대구광역시 달성군 논공읍 걸미1길 15-19,
창록환경,20030408,폐업 등,20040817,,,,,,,,,가공 및 재생 플라스틱원료 생산업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 하산리 1101-5번지,대구광역시 달성군 하빈면 달구벌대로2길 22-21,
(주)이지켐,20030506,폐업 등,20050118,,,,,,,,,플라스틱 접착테이프 및 기타 표면도포제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 옥포면 김흥리 419-2번지,,711844
세종금속,20030730,운영중,,,,,,,,,,그외 기타 자동차 부품 제조업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 봉촌리 496-8번지,대구광역시 달성군 하빈면 달구벌대로8길 105-32 (세종금속),
조일팩,20030906,폐업 등,20070619,,,,,,,,,골판지 및 골판지상자 제조업,4종,,대기배출업소관리,대구광역시 달성군 현풍면 자모리,,711871
리젠크리스탈(주),20030909,폐업 등,20060508,,,,,,,,,유리 및 유리제품 제조업,3종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 103-35번지,,711855
신우산업,20031013,폐업 등,20040504,,,,,,,,,섬유제품 제조업 봉제의복 제외,5종,,대기배출업소관리,대구광역시 달성군 옥포면 본리리 2167번지,대구광역시 달성군 옥포면 본리로9길 32,711845
삼우금속,20031013,폐업 등,20050524,,,,,,,,,"알루미늄 압연, 압출 및 연신제품 제조업",4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-99번지,,711855
한국테크원,20031112,폐업 등,20041220,,,,,,,,,유리 및 유리제품 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-151번지,,711855
대경사료(주),20031117,운영중,,,,,,,,,,동물용 사료 및 조제식품 제조업,4종,,대기배출업소관리,대구광역시 달성군 구지면 예현리 430번지,대구광역시 달성군 구지면 국가산단동로42길 2-29,
조일팩,20070626,폐업 등,20070613,,,,,,,,,,,,대기배출업소관리,대구광역시 달성군 현풍면 대리,,711871
유유리싸이클링(주),20040130,운영중,,,,,,,,,,지정외 폐기물 처리업,4종,,대기배출업소관리,대구광역시 달성군 하빈면 하산리 402번지,대구광역시 달성군 하빈면 하산길 129-24,
시온제재,20040205,폐업 등,20060905,,,,,,,,,일반 제재업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 금포리 902번지,대구광역시 달성군 논공읍 비슬로373길 23-4,711851
무지개도색,20040223,폐업 등,20050408,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 서재리 114번지,대구광역시 달성군 다사읍 서재로27길 45,711813
두연산업,20040303,운영중,,,,,,,,,,자동차부품 제조업,5종,,대기배출업소관리,대구광역시 달성군 옥포면 김흥리 419-2번지,대구광역시 달성군 옥포면 옥포로 605-9,
영풍종합목재,20040511,운영중,,,,,,,,,,일반 제재업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 위천리 485-1번지 외 1필지,대구광역시 달성군 논공읍 성산로 1223 (외 1필지),
천우환경,20040529,운영중,,,,,,,,,,비금속원료 재생업,5종,,대기배출업소관리,대구광역시 달성군 옥포면 본리리 766-3번지 외2필지,대구광역시 달성군 옥포면 비슬로458길 6-3,711845
영남스텐레스,20040820,폐업 등,20051117,,,,,,,,,금속 조립구조재 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 북리,,
도고산업,20041118,폐업 등,20060817,,,,,,,,,자동차부품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 808번지,대구광역시 달성군 논공읍 비슬로264길 10,711858
현대가구,20050316,운영중,,,,,,,,,,목재가구 제조업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 하산리 632-4번지,대구광역시 달성군 하빈면 하산2길 48,
국신불소기술(주)제2공장,20050328,폐업 등,20060308,,,,,,,,,플라스틱제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 금포리 952-1번지,대구광역시 달성군 논공읍 비슬로 1871,711851
무지개도색,20050407,운영중,,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 세천리 253번지,대구광역시 달성군 다사읍 세천북로18길 16,
(주)서원금속,20050722,운영중,,,,,,,,,,"기타 비철금속 제련, 정련 및 합금 제조업",4종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 682-1번지,대구광역시 달성군 논공읍 비슬로262길 75-16,
(주)이노컴,20050803,운영중,,,,,,,,,,설치용 금속탱크 및 저장용기 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-218번지,대구광역시 달성군 논공읍 논공중앙로 416-8,
(주)이수산업,20050809,운영중,,,,,,,,,,접착제 및 젤라틴 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 774-1번지,대구광역시 달성군 논공읍 비슬로264길 46-3,
(주)영광환경,20050929,폐업 등,20090105,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달성군 현풍면 원교리 794-2번지,대구광역시 달성군 현풍면 현풍서로 122,
태영산업,20051018,폐업 등,20061204,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 서재리 85번지,대구광역시 달성군 다사읍 서재로 143,711813
(주)에스지엘카본가람,20060126,운영중,,,,,,,,,,전기용 탄소제품 및 절연체 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 북리 1-70번지,대구광역시 달성군 논공읍 논공로 391,
(주)청호열처리,20060321,운영중,,,,,,,,,,그외 기타 자동차 부품 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 103-41번지,대구광역시 달성군 논공읍 논공로87길 66,
감로바이오산업주식회사 침산동공장,20170414,운영중,,,,,,,,,,금속 열처리업,5종,,대기배출업소관리,대구광역시 북구 침산동 985-4번지,대구광역시 북구 노원로39길 25 (침산동),
이지스티디에이치제32호사모부동사투자유한회사,20151217,운영중,,,,,,,,,,부동산 임대업,4종,,대기배출업소관리,,"대구광역시 중구 국채보상로 611 (문화동, 대구시티센터)",
대구우체국,20151217,운영중,,,,,,,,,,우편 및 소포 송달업,5종,,대기배출업소관리,,"대구광역시 중구 경상감영길 80 (포정동, 대구우체국)",
(학)계성학원,20151217,운영중,,,,,,,,,,,5종,,대기배출업소관리,,"대구광역시 중구 달성로 37 (대신동, 계성빌딩)",
(주)대구백화점,20151217,운영중,,,,,,,,,,백화점,5종,,대기배출업소관리,,"대구광역시 중구 동성로 30 (동성로2가, 대구백화점건물)",
모든리싸이클링센타,20161214,운영중,,,,,,,,,,지정외 폐기물 처리업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 하산리 408번지,대구광역시 달성군 하빈면 하산길 129-52,
빅스켐,20161226,운영중,,,,,,,,,,계면활성제 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 상리 767번지,대구광역시 달성군 논공읍 비슬로264길 45-2,
수퍼나노텍(주),20170407,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 358-87번지,대구광역시 달서구 성서서로25길 14 (갈산동),
에코그린,20170621,운영중,,,,,,,,,,비금속원료 재생업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 봉촌리 8-3번지,대구광역시 달성군 하빈면 하빈남로 275,
(주)메가젠임플란트,20170831,운영중,,,,,,,,,,정형외과용 및 신체보정용 기기 제조업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 세천리 1668-3번지,대구광역시 달성군 다사읍 세천로7길 45,
남경1급정비공장,20170830,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 서구 이현동 279-7번지,대구광역시 서구 북비산로7길 8 (이현동),
건영산업(주) 제2공장,20170717,운영중,,,,,,,,,,고무제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 409번지,대구광역시 북구 3공단로10길 33-1 (노원동3가),
수영산업,20170720,운영중,,,,,,,,,,기타 금속가공제품 제조업,4종,,대기배출업소관리,대구광역시 북구 침산동 880번지,대구광역시 북구 침산로67길 38 (침산동),
남신금속(구.고려정공(주)),,폐업 등,20040908,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 갈산동 100-77번지,대구광역시 달서구 성서공단북로 341  (갈산동),704900
(주)청호열처리,20060316,폐업 등,20060316,,,,,,,,,기타 금속처리업,,,대기배출업소관리,대구광역시 달서구 월암동 922-2번지,대구광역시 달서구 성서공단남로32길 34  (월암동),704833
(주)금성스틸,20030104,폐업 등,20040701,,,,,,,,,,,,대기배출업소관리,대구광역시 달서구 파호동,,704220
우림유리,20030108,폐업 등,20040618,,,,,,,,,,,,대기배출업소관리,대구광역시 달서구 신당동 1183-3번지,,704200
