사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,복지시설종류,복지시설종류명,정제지번주소,정제도로명주소,정제우편번호
중안노인복지센터,20171001,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 읍내동,,
온사랑요양원,20180402,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 서구 비산동 301호,,
아름다운요양원,20161017,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달성군 화원읍 설화리,,
송현노인그룹홈(2층),20080403,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 송현동 380번지,,
송현노인그룹홈(3층),20080613,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 송현동 380번지,,
예?c요양센터2,20160211,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 남구 대명동,,
예람요양센터2,20160205,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 남구 대명동,,
애덕의집노인요양센터,20170801,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 남구 대명동,,
두레노인요양원2,20171110,운영중,,,,20180801,,010202,노인요양공동생활가정,대구광역시 서구 평리동,,
미소노인복지센터,20150518,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 구암동,,
두레노인요양원1,20160321,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 서구 평리동,,
두레노인요양원3,20160321,운영중,,,,20170210,,010202,노인요양공동생활가정,대구광역시 서구 평리동,,
선우요양복지센터,20161212,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 복현동,,
하나복지센터,20170601,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 서변동,,
문성요양복지센터,20110527,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 남산동 2105-2번지 2층,,
현대복지센터,20130318,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 남산동,,
닥터김요양센터,20100303,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 동인동3가 371-1번지,,
어르신마을 노인복지센터,20100303,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 대봉동 733-4번지,,
남산요양원,20100608,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 남산동 2488-18번지,,
(주)해마루복지 해마루-H,20100831,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 남산동,,
(주)해마루복지 해마루-M,20100831,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 남산동,,
(주)해마루복지 해마루-R,20101201,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 남산동 2112-3번지 4층 R실,,
(주)해마루복지 해마루-W,20101130,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 중구 남산동,,
효성2요양원,20151001,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 서구 평리동,,
효성요양원,20151001,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 서구 평리동,,
효성실버홈,20170508,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 동구 신암동,,
효성실버홈2,20170508,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 동구 신암동,,
유림케어요양복지센터,20170401,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 남구 대명동 4층,,
하빈천사의집,20170403,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달성군 하빈면 감문리,,
드림실버요양복지센터,20170612,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 수성구 지산동 신흥빌딩,,
드림실버요양복지센터 2관,20170612,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 수성구 지산동 신흥빌딩,,
효성공동생활가정,20161202,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 대곡동,,
소망실버홈공동생활가정,20170221,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동,,
한독요양원1,20170501,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동,,
한독요양원2,20170501,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동,,
조은요양공동생활가정,20170501,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동,,
예다함2노인요양센터,20140401,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동,,
예다함3노인요양센터,20140330,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동,,
종려요양공동생활가정,20140722,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 이곡동,,
굿모닝효노인공동생활가정,20150430,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동,,
다은실버타운,20160601,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동,,
신세계실버타운1,20121009,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동,,
신세계실버타운2,20121115,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동,,
도원노인복지센터,20130218,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동,,
마음다해요양타운1,20130407,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동,,
마음다해요양타운2,20130407,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동,,
대구사랑실버타운,20130530,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동,,
사랑실버홈공동생활가정,20131016,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동,,
예담노인요양센터,20140203,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동,,
예다함노인요양센터,20140203,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동,,
가가노인요양센터,20140203,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동,,
예다함1노인요양센터,20140327,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동,,
은혜실버홈,20110819,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동 1177-1번지,,
가가노인요양센터,20110826,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동 75-2번지,,
예담노인요양센터,20110826,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동 75-2번지,,
예다함노인요양센터,20110826,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동 75-2번지,,
가나원요양원(1),20111201,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동,,
가나원요양원(2),20111201,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동,,
성심사랑마을(4),20120613,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동,,
나눔노인복지센터,20120716,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동,,
신세계실버홈,20101227,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 도원동 1434-1번지,,
송현노인그룹홈(5층),20101231,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 송현동 380-2번지,,
성심사랑마을(1),20110311,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동 197-3번지,,
가나요양원(2),20110317,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동 75-28번지,,
가림노인요양센터,20110324,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동 39-1번지,,
성심사랑마을(2),20110516,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동 197-3번지,,
성서마음다해요양타운,20110523,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 이곡동 1000-69번지,,
조은요양공동생활가정(1),20110630,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동 705-2번지,,
조은요양공동생활가정(2),20110630,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동 705-2번지,,
성심사랑마을(3),20110812,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동 197-3번지,,
가나요양원,20100611,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동 75-28번지,,
송현노인그룹홈(4층),20100805,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 송현동 380-2번지,,
그린종합복지센터,20101011,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 성당동 380-3번지,,
감동노인복지센터B,20101103,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동 603번지,,
나눔노인복지센터,20101217,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 두류동 804-137번지,,
마음다해요양타운,20100210,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동 731-13번지,,
다원노인요양센터,20100315,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 감삼동 61-10번지,,
ㅊ성서마음다해요양타운,20100408,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 이곡동 1000-69번지,,
마음다해요양타운2,20100520,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 진천동 731-13번지,,
감동노인복지센터,20100525,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 상인동 603번지,,
해팜노인요양공동생활가정,20081201,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 달서구 장기동 32-2번지,,
예가노인복지센터,20170701,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 태전동,,
예가노인복지센터2,20170701,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 태전동,,
미래효요양원,20170901,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 태전동,,
미래효요양원2,20170901,운영중,,,,,,010202,노인요양공동생활가정,대구광역시 북구 태전동,,

