사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,입소정원,자격소유인원수,총인원수,정제지번주소,정제도로명주소,정제우편번호
화원읍 노인회 경로당,19910601,운영중,,,,,,46,,,대구광역시 달성군 화원읍,,
남2리경로당,19851201,운영중,,,,,,114,,,대구광역시 달성군 논공읍,,
동인4가동경로당,19990318,운영중,,,,,,0,0,0,대구광역시 중구 동인동4가 398-3번지,,
남산2동경로당,19890607,운영중,,,,,,0,0,0,대구광역시 중구 남산동,,
남산3동경로당,19890530,운영중,,,,,,0,0,0,대구광역시 중구 남산동 2185-70번지,,
남산4동경로당,19890530,운영중,,,,,,0,0,0,대구광역시 중구 남산동 2612-95번지,,
청운경로당,19890530,운영중,,,,,,0,0,0,대구광역시 중구 대봉동 111-1번지,,
달성동경로당,19910308,운영중,,,,,,0,0,0,대구광역시 중구 달성동 33-1번지,,
동인3가동경로당,19920626,운영중,,,,,,35,0,0,대구광역시 중구 동인동3가 242-9번지,,
남성동경로당,19921215,운영중,,,,,,0,0,0,대구광역시 중구 계산동2가,,
서성동경로당,19920211,운영중,,,,,,0,0,0,대구광역시 중구 서성로1가 70-4번지,,
남산복지관경로당,19921215,운영중,,,,,,0,0,0,대구광역시 중구 남산동,,
봉산동경로당,19930113,운영중,,,,,,0,0,0,대구광역시 중구 봉산동 217-17번지,,
보성송림경로당,19930609,운영중,,,,,,20,0,0,대구광역시 중구 남산동 2434번지,,
까치아파트경로당,19930827,운영중,,,,,,41,0,0,대구광역시 중구 남산동,,
북성동경로당,19940310,운영중,,,,,,0,0,0,대구광역시 중구 북내동 17번지,,
보성황실경로당,19940512,운영중,,,,,,0,0,0,대구광역시 중구 남산동 2466-1번지,,
라이프태평아파트경로당,19950116,운영중,,,,,,0,0,0,대구광역시 중구 태평로1가 1-187번지,,
남산1동경로당,19950114,운영중,,,,,,0,0,0,대구광역시 중구 남산동 725-13번지,,
용봉3리경로당,20081231,운영중,,,,,,18,0,0,대구광역시 달성군 유가면,,
청아람2단지 경로당,20090224,운영중,,,,,,39,0,0,대구광역시 달성군 다사읍 매곡리 1538번지,,
문양1리 용두골 경로당,20090217,운영중,,,,,,10,0,0,대구광역시 달성군 다사읍 문양리 872-6번지,,
대실역동화아이위시경로당,20090403,운영중,,,,,,0,0,0,대구광역시 달성군 다사읍 매곡리 1540번지,,
하우젠트아너스빌,20090211,운영중,,,,,,43,0,0,대구광역시 달성군 다사읍,,
매곡16리 한일유앤아이노인회,20091008,운영중,,,,,,20,0,0,대구광역시 달성군 다사읍 매곡리 622번지,,
매곡15리 이편한세상경로당,20091013,운영중,,,,,,31,0,0,대구광역시 달성군 다사읍 매곡리 473번지,,
창2리경로당,19960226,운영중,,,,,,40,0,0,대구광역시 달성군 구지면 창리 540번지,,
도동2리경로당,20040115,운영중,,,,,,30,0,0,대구광역시 달성군 구지면,,
징리경로당,19900101,운영중,,,,,,35,0,0,대구광역시 달성군 구지면 징리 73-1번지,,
평촌1리경로당,19910101,운영중,,,,,,60,0,0,대구광역시 달성군 구지면 평촌리 460-2번지,,
평촌2리경로당,19960226,운영중,,,,,,45,0,0,대구광역시 달성군 구지면 평촌리 353-2번지,,
예현리경로당,19960226,운영중,,,,,,40,0,0,대구광역시 달성군 구지면 예현리 243번지,,
가천리경로당,19900800,운영중,,,,,,39,0,0,대구광역시 달성군 구지면 가천리 386-5번지,,
고봉리경로당,19900800,운영중,,,,,,42,0,0,대구광역시 달성군 구지면 고봉리 313번지,,
오설리경로당,19940901,운영중,,,,,,55,0,0,대구광역시 달성군 구지면 오설리 439-3번지,,
하산1리경로당,19960305,운영중,,,,,,63,0,0,대구광역시 달성군 하빈면 하산리 1073-7번지,,
기곡1리경로당,19981119,운영중,,,,,,38,0,0,대구광역시 달성군 하빈면 기곡리,,
기곡2리경로당,20030130,운영중,,,,,,24,0,0,대구광역시 달성군 하빈면 기곡리 291번지,,
대평1리경로당,19940201,운영중,,,,,,60,0,0,대구광역시 달성군 하빈면 대평리 191번지,,
대평2리경로당(두천),19960305,운영중,,,,,,20,0,0,대구광역시 달성군 하빈면 대평리 479-1번지,,
대평2리경로당(모산),20021102,운영중,,,,,,16,0,0,대구광역시 달성군 하빈면 대평리 897-1번지,,
무등1리경로당,19961126,운영중,,,,,,70,0,0,대구광역시 달성군 하빈면,,
문산리경로당,19940222,운영중,,,,,,20,0,0,대구광역시 달성군 다사읍 문산리 178번지,,
서재1리경로당,19970908,운영중,,,,,,41,0,0,대구광역시 달성군 다사읍 서재리 227번지,,
서재2리경로당,19930925,운영중,,,,,,42,0,0,대구광역시 달성군 다사읍 서재리 424번지,,
서재3리경로당,19980123,운영중,,,,,,54,0,0,대구광역시 달성군 다사읍 서재리 169번지,,
서재4리경로당,19980123,운영중,,,,,,55,0,0,대구광역시 달성군 다사읍 서재리 145번지,,
서재5리경로당,19990618,운영중,,,,,,55,0,0,대구광역시 달성군 다사읍 서재리 61번지,,
서재6리경로당,20010709,운영중,,,,,,30,0,0,대구광역시 달성군 다사읍,,
매곡1리경로당,19780101,운영중,,,,,,72,0,0,대구광역시 달성군 다사읍 매곡리 737번지,,
매곡2리경로당,19961017,운영중,,,,,,30,0,0,대구광역시 달성군 다사읍,,
노이3리(연화정)경로당,20050419,운영중,,,,,,29,0,4,대구광역시 달성군 논공읍,,
매곡3리경로당,19931023,운영중,,,,,,58,0,0,대구광역시 달성군 다사읍 매곡리 302번지,,
매곡4리경로당,19980123,운영중,,,,,,22,0,0,대구광역시 달성군 다사읍 매곡리 719-2번지,,
매곡5리경로당,19980123,운영중,,,,,,22,0,0,대구광역시 달성군 다사읍 매곡리 719-3번지,,
매곡6리경로당,19980821,운영중,,,,,,25,0,0,대구광역시 달성군 다사읍 매곡리 719-1번지,,
매곡8리경로당,20040622,운영중,,,,,,18,0,0,대구광역시 달성군 다사읍 매곡리 719-26번지,,
죽곡2리경로당,19960225,운영중,,,,,,19,0,0,대구광역시 달성군 다사읍 죽곡리 606번지,,
죽곡3리경로당,19980123,운영중,,,,,,26,0,0,대구광역시 달성군 다사읍 죽곡리 산 56-1번지,,
죽곡4리경로당,19980123,운영중,,,,,,20,0,0,대구광역시 달성군 다사읍 죽곡리 152번지,,
죽곡5리경로당,19990526,운영중,,,,,,40,0,0,대구광역시 달성군 다사읍 죽곡리 129-1번지,,
부곡리(가마실)경로당,19981119,운영중,,,,,,23,0,0,대구광역시 달성군 다사읍,,
부곡리(새터)경로당,20021007,운영중,,,,,,35,0,0,대구광역시 달성군 다사읍 부곡리 80번지,,
용계5리경로당,19971204,운영중,,,,,,31,0,0,대구광역시 달성군 가창면,,
삼리2리경로당,19960200,운영중,,,,,,15,0,0,대구광역시 달성군 논공읍,,
삼리3리경로당,19960200,운영중,,,,,,25,0,0,대구광역시 달성군 논공읍 삼리리 586번지,,
죽곡1리경로당,19960527,운영중,,,,,,24,0,0,대구광역시 달성군 다사읍 죽곡리 에덴빌 B동 203호,,
위천1리경로당,19980323,운영중,,,,,,38,0,0,대구광역시 달성군 논공읍,,
위천2리경로당,19960200,운영중,,,,,,25,0,0,대구광역시 달성군 논공읍 위천리,,
상2리경로당,19960200,운영중,,,,,,28,0,0,대구광역시 달성군 논공읍 상리 117-1번지,,
남5리경로당,19960200,운영중,,,,,,10,0,0,대구광역시 달성군 논공읍 남리 116번지,,
남6리경로당,20040913,운영중,,,,,,11,0,0,대구광역시 달성군 논공읍 남리 615-5번지,,
남7리경로당,19971211,운영중,,,,,,21,0,0,대구광역시 달성군 논공읍,,
남8리경로당,19990105,운영중,,,,,,22,0,0,대구광역시 달성군 논공읍 남리 635번지,,
평리롯데캐슬경로당,20110824,운영중,,,,,,34,,,대구광역시 서구 평리동 1677번지 117동 1층,,
평리푸르지오경로당,20120525,운영중,,,,,,39,,,대구광역시 서구 평리동 평리푸르지오 2단지,,
동화타운 경로당,19941123,운영중,,,,,,0,,,대구광역시 서구 내당동 464-5번지,,
웰빙경로당,20091230,운영중,,,,,,64,,,대구광역시 서구 내당동 305-22번지,,
우방청자경로당,19891214,운영중,,,,,,55,0,0,대구광역시 달서구 상인동 1473-1번지,,
본동경로당,19890301,운영중,,,,,,135,0,0,대구광역시 달서구 본동 1058번지,,
청구그린3차경로당,19891026,운영중,,,,,,54,0,0,대구광역시 달서구 본동 276번지,,
백조제2경로당,19891007,운영중,,,,,,30,0,0,대구광역시 달서구 상인동 1475번지,,
성당2동경로당,19891228,운영중,,,,,,39,0,0,대구광역시 달서구 성당동 420번지,,
신호경로당,19901201,운영중,,,,,,72,0,0,대구광역시 달서구 두류동 108-1번지,,
삼리경로당,19900601,운영중,,,,,,90,0,0,대구광역시 달서구 본리동 66-11번지,,
성서경로당,19900601,운영중,,,,,,135,0,0,대구광역시 달서구 이곡동 1000-148번지,,
대곡금강2차경로당,19901215,운영중,,,,,,22,0,0,대구광역시 달서구 대곡동 4-2번지,,
산호경로당,19910215,운영중,,,,,,110,0,0,대구광역시 달서구 호산동 984-4번지,,
대곡경로당,19700307,운영중,,,,,,92,0,0,대구광역시 달서구 대곡동 469번지,,
유천경로당,19730305,운영중,,,,,,79,0,0,대구광역시 달서구 유천동 405-4번지,,
월암경로당,19730725,운영중,,,,,,20,0,1,대구광역시 달서구 월성동 1533-4번지,,
서부분회경로당,19790301,운영중,,,,,,55,0,0,대구광역시 달서구 송현동 592번지,,
무궁화아파트경로당,19800601,운영중,,,,,,55,0,0,대구광역시 달서구 본리동 184-1번지,,
월성분회경로당,19810301,운영중,,,,,,45,0,0,대구광역시 달서구 송현동 1911번지,,
성화경로당,19820215,운영중,,,,,,46,0,0,대구광역시 달서구 성당동 570-1번지,,
신달서경로당,19820517,운영중,,,,,,46,0,0,대구광역시 달서구 성당동 728-1번지,,
수림원,19820509,운영중,,,,,,82,0,0,대구광역시 달서구 감삼동 137-3번지,,
서한경로당,19820331,운영중,,,,,,41,0,0,대구광역시 달서구 본리동 195-1번지,,
삼성경로당,19830110,운영중,,,,,,40,0,0,대구광역시 달서구 성당동 84-5번지,,
주공제2경로당,19830926,운영중,,,,,,45,0,0,대구광역시 달서구 본리동 110번지,,
성당주공3단지경로당,19831206,운영중,,,,,,33,0,0,대구광역시 달서구 감삼동 287-57번지,,
청구그린경로당,19841201,운영중,,,,,,50,0,0,대구광역시 달서구 송현동 50번지,,
보성아파트경로당,19850601,운영중,,,,,,25,0,0,대구광역시 달서구 본리동 300-1번지,,
우방아파트경로당,19851117,운영중,,,,,,45,0,0,대구광역시 달서구 본리동 210-1번지,,
춘추경로당,19851201,운영중,,,,,,40,0,0,대구광역시 달서구 죽전동 376-4번지,,
대천분회경로당,19861220,운영중,,,,,,63,0,0,대구광역시 달서구 대천동 461-5번지,,
송현주공1단지경로당,19860620,운영중,,,,,,62,0,0,대구광역시 달서구 상인동 800번지,,
라일락아파트경로당,19870822,운영중,,,,,,44,0,0,대구광역시 달서구 성당동 725번지,,
원화경로당,19871029,운영중,,,,,,47,0,0,대구광역시 달서구 성당동 698-14번지,,
금봉경로당,19870619,운영중,,,,,,105,0,0,대구광역시 달서구 두류동 637-3번지,,
아카시아경로당,19870601,운영중,,,,,,26,0,0,대구광역시 달서구 본리동 306-1번지,,
감삼제1경로당,19870720,운영중,,,,,,32,0,0,대구광역시 달서구 감삼동 199-18번지,,
성서3차동서타운,20010510,운영중,,,,,,21,0,0,대구광역시 달서구 이곡동 104-5번지,,
삼성래미안아파트,20010629,운영중,,,,,,29,0,0,대구광역시 달서구 대곡동 1012번지,,
장기초록나라경로당,20010302,운영중,,,,,,56,0,0,대구광역시 달서구 장기동 813-1번지,,
송현경로당,20011109,운영중,,,,,,64,0,0,대구광역시 달서구 송현동 133-17번지,,
성서2차보성타운경로당,19980630,운영중,,,,,,27,0,0,대구광역시 달서구 용산동 501-2번지,,
성서주공5단지경로당,19980713,운영중,,,,,,61,0,0,대구광역시 달서구 용산동 419-5번지,,
성서주공7단지경로당,19980702,운영중,,,,,,33,0,0,대구광역시 달서구 용산동 412-1번지,,
성서2차영남우방경로당,19980715,운영중,,,,,,94,0,0,대구광역시 달서구 용산동 416-1번지,,
궁전경로당,19980715,운영중,,,,,,38,0,0,대구광역시 달서구 장기동 547-5번지,,
이곡경로당,19981111,운영중,,,,,,33,0,0,대구광역시 달서구 이곡동 1240번지,,
한빛마을주공경로당,19981110,운영중,,,,,,32,0,0,대구광역시 달서구 이곡동 1306-4번지,,
성서동서화성타운경로당,19980425,운영중,,,,,,49,0,0,대구광역시 달서구 이곡동 1304-1번지,,
성서한샘타운경로당,19980425,운영중,,,,,,37,0,0,대구광역시 달서구 이곡동 1306-1번지,,
성서푸른마을경로당,19980425,운영중,,,,,,60,0,0,대구광역시 달서구 이곡동 1330번지,,
성서2차화성타운경로당,19980616,운영중,,,,,,42,0,0,대구광역시 달서구 이곡동 1300-1번지,,
성서무지개타운경로당,19980926,운영중,,,,,,31,0,0,대구광역시 달서구 이곡동 1332번지,,
성산경로당,19980715,운영중,,,,,,49,0,0,대구광역시 달서구 신당동 1834-3번지,,
농림경로당,19871109,운영중,,,,,,46,0,0,대구광역시 달서구 감삼동 53-29번지,,
월상경로당,19980616,운영중,,,,,,67,0,0,대구광역시 달서구 상인동 345-18번지,,
대곡사계절타운경로당,19980126,운영중,,,,,,109,0,0,대구광역시 달서구 도원동 1438번지,,
대곡강산타운경로당,19980603,운영중,,,,,,102,0,0,대구광역시 달서구 도원동 1443번지,,
매곡7리(강창그린빌) 경로당,20101222,운영중,,,,,,16,,,대구광역시 달성군 다사읍 매곡리 강창그린빌,,
상원1리 경로당,19890501,운영중,,,,,,44,,,대구광역시 달성군 가창면 상원리,,
냉천1리 경로당,19901201,운영중,,,,,,47,,,대구광역시 달성군 가창면 냉천리 380-5번지,,
단산신서 경로당,20120615,운영중,,,,,,56,,,대구광역시 달성군 가창면 단산리,,
대구옥포LH천년나무2단지경로당,20150609,운영중,,,,,,114,,,대구광역시 달성군 옥포면,,
응암5리(과학마을청아람) 경로당,20170725,운영중,,,,,,24,,,대구광역시 달성군 구지면 응암리,,
이시아폴리스더샵4차경로당,20151026,운영중,,,,,,35,,,대구광역시 동구 봉무동,,
신락경로당,20160420,운영중,,,,,,0,,,대구광역시 북구 관음동,,
영진경로당,20151016,운영중,,,,,,45,,,대구광역시 북구 복현동,,
남부경로당,20060303,운영중,,,,,,30,0,30,대구광역시 남구 봉덕동,,
효성타운경로당,19880331,운영중,,,,,,44,0,44,대구광역시 남구 봉덕동 1071번지,,
상신,19880325,운영중,,,,,,0,0,47,대구광역시 남구 봉덕동 1282-7번지,,
앵두마을,19880625,운영중,,,,,,0,0,32,대구광역시 남구 대명동 1224-8번지,,
대명3동경로당,19890919,운영중,,,,,,0,0,68,대구광역시 남구 대명동 2282-7번지,,
명오당경로당,19910312,운영중,,,,,,25,0,25,대구광역시 남구 대명동 150번지,,
대덕효도정,19911104,운영중,,,,,,0,0,129,대구광역시 남구 봉덕동,,
봉광 경로당,19920331,운영중,,,,,,35,0,0,대구광역시 남구 봉덕동 841-88번지,,
봉삼경로당,19920819,운영중,,,,,,0,0,55,대구광역시 남구 봉덕동,,
정우A,19920606,운영중,,,,,,0,0,37,대구광역시 남구 대명동 629-1번지,,
대명9동경로당,19920305,운영중,,,,,,0,0,78,대구광역시 남구 대명동,,
대동경로당,19931210,운영중,,,,,,24,0,24,대구광역시 남구 이천동 318-5번지,,
동아대덕A,19931229,운영중,,,,,,0,0,21,대구광역시 남구 대명동 1220-24번지,,
대명4동,19931229,운영중,,,,,,0,0,47,대구광역시 남구 대명동 3020-11번지,,
기로회,19941004,운영중,,,,,,0,0,41,대구광역시 남구 대명동 1705-3번지,,
영선경로당,19960213,운영중,,,,,,0,0,55,대구광역시 남구 대명동 2014-393번지,,
양지,19960213,운영중,,,,,,0,0,40,대구광역시 남구 대명동 2309-26번지,,
화수,19970725,운영중,,,,,,0,0,39,대구광역시 남구 이천동 302-3번지,,
코스모스A,19971202,운영중,,,,,,0,0,24,대구광역시 남구 대명동 1111번지,,
명덕경로당,19980929,운영중,,,,,,39,0,39,대구광역시 남구 대명동 1803-24번지,,
청록타운경로당,19990729,운영중,,,,,,0,0,25,대구광역시 남구 대명동,,
동심경로당,19830615,운영중,,,,,,0,0,32,대구광역시 남구 봉덕동 494-21번지,,
봉명,19691007,운영중,,,,,,0,0,0,대구광역시 남구 봉덕동 583-3번지,,
명동경로당,19740428,운영중,,,,,,48,0,48,대구광역시 남구 대명동 2254번지,,
안일경로당,19800810,운영중,,,,,,27,0,0,대구광역시 남구 대명동,,
대명1동경로당,19800413,운영중,,,,,,0,0,26,대구광역시 남구 대명동,,
파크맨션,19801001,운영중,,,,,,0,0,41,대구광역시 남구 대명동 1633번지,,
곡내경로당,19811125,운영중,,,,,,0,0,40,대구광역시 남구 대명동,,
대현,19811028,운영중,,,,,,0,0,35,대구광역시 남구 대명동 2768-53번지,,
봉덕1동경로당,19830411,운영중,,,,,,51,0,0,대구광역시 남구 봉덕동 486-9번지,,
미리내아파트경로당,19831229,운영중,,,,,,0,0,28,대구광역시 남구 봉덕동,,
무궁화,19830408,운영중,,,,,,0,0,28,대구광역시 남구 대명동 1668-10번지,,
대복,19831012,운영중,,,,,,0,0,63,대구광역시 남구 대명동 1046번지,,
이천1동경로당,19860928,운영중,,,,,,36,0,36,대구광역시 남구 이천동 405-27번지,,
대명8동경로당,19860310,운영중,,,,,,0,0,32,대구광역시 남구 대명동,,
목련경로당,19870728,운영중,,,,,,0,0,21,대구광역시 남구 봉덕동,,
대명10동경로당,19870610,운영중,,,,,,0,0,36,대구광역시 남구 대명동 1607-32번지,,
대명11동,19870610,운영중,,,,,,0,0,30,대구광역시 남구 대명동 1540번지,,
대우경로당,19880418,운영중,,,,,,37,0,0,대구광역시 남구 대명동 578-16번지,,
효성백년가약 경로당,20121025,운영중,,,,,,0,,,대구광역시 남구 봉덕동 효성백년가약,,
래미안 웰리스트 경로당,20110209,운영중,,,,,,0,,,대구광역시 남구 봉덕동 1632번지 래미안웰리스트,,
개나리맨션경로당,20091211,운영중,,,,,,0,0,0,대구광역시 남구 대명동 1635번지 상가 상가동 21호,,
대덕,19970630,운영중,,,,,,0,0,0,대구광역시 남구 대명동 1920-28번지,,
신협경로당,19770520,운영중,,,,,,0,0,0,대구광역시 남구 봉덕동,,
고산골 경로당,20081002,운영중,,,,,,31,0,0,대구광역시 남구 봉덕동 1257-9번지,,
앞산힐스테이트경로당,20090611,운영중,,,,,,0,0,0,대구광역시 남구 봉덕동 1630번지,,
강변코오롱하늘채노인회,20090922,운영중,,,,,,0,0,0,대구광역시 남구 봉덕동 862번지,,
희망교대성유니드,20070131,운영중,,,,,,0,0,45,대구광역시 남구 이천동 361-16번지,,
교대역월드메르디앙,20070131,운영중,,,,,,0,0,67,대구광역시 남구 이천동 452번지,,
"이천뜨란채3,4단지경로당",20070509,운영중,,,,,,62,0,62,대구광역시 남구 이천동 239-2번지,,
상아경로당,19880506,운영중,,,,,,0,0,0,대구광역시 남구 이천동,,
강변타운경로당,19950713,운영중,,,,,,0,0,0,대구광역시 남구 이천동,,
봉덕2동,19840301,운영중,,,,,,0,0,0,대구광역시 남구 봉덕동 1051-1번지,,
대덕2차경로당,19920916,운영중,,,,,,0,0,0,대구광역시 남구 봉덕동,,
보성아파트,19840625,운영중,,,,,,0,0,0,대구광역시 남구 봉덕동 1329번지,,
일심,19820430,운영중,,,,,,0,0,0,대구광역시 남구 대명동 3038-1번지,,
뉴코스모스,19870415,운영중,,,,,,0,0,0,대구광역시 남구 대명동 1101번지,,
이천주공1단지경로당,20010706,운영중,,,,,,0,0,42,대구광역시 남구 이천동,,
이천주공2단지경로당,20031211,운영중,,,,,,0,0,1,대구광역시 남구 이천동,,
태성맨션경로당,20030807,운영중,,,,,,23,0,0,대구광역시 남구 봉덕동,,
대명5동경로당,20050103,운영중,,,,,,25,0,25,대구광역시 남구 대명동 315-2번지,,
율하역엘크루경로당,20170628,운영중,,,,,,,,,대구광역시 동구 용계동 율하역엘크루아파트,,
금호LH천년나무8단지,20161007,운영중,,,,,,,,,대구광역시 북구 사수동 대구금호엘에이치천년나무8단지,,
범어4동제2경로당,20170118,운영중,,,,,,,,,대구광역시 수성구 범어동,,
감삼친화경로당,20090730,운영중,,,,,,21,0,0,대구광역시 달서구 감삼동 105-2번지,,
침산화성파크드림 경로당,20180123,운영중,,,,,,,,,대구광역시 북구 침산동 침산화성파크드림 경로당,,
중7리(남해오네뜨1차) 경로당,20170725,운영중,,,,,,22,,,대구광역시 달성군 현풍면 중리,,
수성롯데캐슬더퍼스트3단지경로당,20170911,운영중,,,,,,,,,대구광역시 수성구 수성동1가 301동,,
수성롯데캐슬더퍼스트1단지경로당,20170911,운영중,,,,,,,,,대구광역시 수성구 수성동1가 103동,,
대신자이경로당,20160315,운영중,,,,,,40,,,대구광역시 중구 대신동,,
정대2리 경로당,19900601,운영중,,,,,,40,,,대구광역시 달성군 가창면 정대리 정대2리경로당,,
봉12리(힐데스하임)경로당,20160721,운영중,,,,,,22,,,대구광역시 달성군 유가읍 봉리,,
교항4리(옥포이진캐스빌) 경로당,20170928,운영중,,,,,,25,,,대구광역시 달성군 옥포면 교항리,,
봉9리(제일풍경채 센트럴) 경로당,20170928,운영중,,,,,,26,,,대구광역시 달성군 유가면 봉리,,
봉10리(호반베르디움더클래스) 경로당,20170928,운영중,,,,,,29,,,대구광역시 달성군 유가면 봉리,,
한마음경로당,20180116,운영중,,,,,,38,,,대구광역시 남구 봉덕동,,
황금태왕아너스경로당,20171106,운영중,,,,,,,,,대구광역시 수성구 황금동 102동,,
쉼터경로당,20180126,운영중,,,,,,,,,대구광역시 서구 비산동,,
봉11리(호반베르디움) 경로당,20170207,운영중,,,,,,21,,,대구광역시 달성군 유가면 봉리,,
봉8리(우미린) 경로당,20170207,운영중,,,,,,30,,,대구광역시 달성군 유가면 봉리 우미린더포레스트,,
응암3리(반도유보라) 경로당,20171122,운영중,,,,,,22,,,대구광역시 달성군 구지면 응암리,,
중11리(일동미라주) 경로당,20171122,운영중,,,,,,20,,,대구광역시 달성군 현풍면 중리,,
목단2리 경로당,20170111,운영중,,,,,,34,,,대구광역시 달성군 구지면 목단리,,
성지경로당,20161223,운영중,,,,,,,,,대구광역시 동구 각산동 성지각산아파트,,
양우내안애아파트,20101028,운영중,,,,,,,,,대구광역시 북구 산격동,,
죽곡청아람리슈빌3단지경로당,20121106,운영중,,,,,,23,,,대구광역시 달성군 다사읍 죽곡리,,
서변청아람아파트경로당,20031119,운영중,,,,,,,,,대구광역시 북구 서변동,,
화성리버파크1단지경로당,20031011,운영중,,,,,,,,,대구광역시 북구 서변동 화성리버파크1단지,,
칠곡e편한세상아파트경로당,20100727,운영중,,,,,,,,,대구광역시 북구 읍내동,,
SD아이프라임강북경로당,20110404,운영중,,,,,,,,,대구광역시 북구 읍내동 SD 아이프라임 강북,,
삼성시장경로당,20110418,운영중,,,,,,,,,대구광역시 북구 칠성동1가,,
동변(여)경로당,19900406,운영중,,,,,,0,,,대구광역시 북구 동변동,,
창3리 경로당,20121026,운영중,,,,,,34,,,대구광역시 달성군 구지면 창리,,
죽곡청아람리슈빌4단지 경로당,20120615,운영중,,,,,,27,,,대구광역시 달성군 다사읍 죽곡리,,
장수경로당,20120514,운영중,,,,,,,,,대구광역시 북구 고성동2가,,
샛별경로당,20111005,운영중,,,,,,,,,대구광역시 북구 태전동,,
금호서한이다음경로당,20170814,운영중,,,,,,,,,대구광역시 북구 사수동 금호서한이다음,,
대현LH3단지 경로당,20170403,운영중,,,,,,50,,,대구광역시 북구 대현동 대구대현엘에이치3단지,,
유성청구APT 여경로당,20170501,운영중,,,,,,87,,,대구광역시 북구 검단동 유성청구아파트,,
금호LH천년나무5단지경로당,20170529,운영중,,,,,,47,,,대구광역시 북구 사수동,,
대봉태왕아너스경로당,20170420,운영중,,,,,,28,,,대구광역시 중구 대봉동 대봉태왕아너스,,
대현휴먼시아경로당,20110719,운영중,,,,,,,,,대구광역시 북구 대현동 대현휴먼시아2단지,,
테크노폴리스 남해오네뜨2차 경로당,20170116,운영중,,,,,,22,,,대구광역시 달성군 유가면 봉리,,
현풍LH천년나무2단지 경로당,20170308,운영중,,,,,,40,,,대구광역시 달성군 현풍면 중리,,
봉13리(반도유보라) 경로당,20170307,운영중,,,,,,24,,,대구광역시 달성군 유가면 봉리,,
대구혁신LH이노힐즈,20170615,운영중,,,,,,,,,대구광역시 동구 사복동 대구혁신엘에이치이노힐즈,,
대구신서혁신LH천년나무13.14단지경로당,20170411,운영중,,,,,,,,,대구광역시 동구 숙천동 대구신서혁신엘에이치천년나무13단지,,
신서혁신 행복주택 경로당,20170411,운영중,,,,,,,,,대구광역시 동구 사복동 대구신서혁신엘에이치천년나무10단지,,
안심역우방아이유쉘아파트경로당,20170607,운영중,,,,,,,,,대구광역시 동구 괴전동 안심역우방아이유쉘,,
죽곡11리(한신휴플러스)경로당,20170404,운영중,,,,,,27,,,대구광역시 달성군 다사읍 죽곡리,,
교항5리(대성베르힐4단지)경로당,20170403,운영중,,,,,,47,,,대구광역시 달성군 옥포면 교항리,,
중10리(제일풍경채더퍼스트)경로당,20170407,운영중,,,,,,24,,,대구광역시 달성군 현풍면 중리,,
세천3리(북죽곡엠코타운) 경로당,20170418,운영중,,,,,,24,,,대구광역시 달성군 다사읍 세천리,,
창1리 경로당,20170420,운영중,,,,,,27,,,대구광역시 달성군 구지면 창리,,
세천2리(한라비발디) 경로당,20170515,운영중,,,,,,20,,,대구광역시 달성군 다사읍 세천리,,
서재12리(동화아이위시2차) 경로당,20170605,운영중,,,,,,30,,,대구광역시 달성군 다사읍 서재리,,
봉2리(화성파크드림) 경로당,20170605,운영중,,,,,,25,,,대구광역시 달성군 유가면 봉리,,
중6리(서한이다음) 경로당,20160318,운영중,,,,,,25,,,대구광역시 달성군 현풍면 중리,,
대명2동경로당,20170911,운영중,,,,,,61,,,대구광역시 남구 대명동,,
강변일성트루엘아파트경로당,20150717,운영중,,,,,,0,,,대구광역시 북구 침산동,,
본리5리(미진이지비아) 경로당,20171016,운영중,,,,,,25,,,대구광역시 달성군 옥포면 본리리,,
매곡17리 경로당,20180125,운영중,,,,,,23,,,대구광역시 달성군 다사읍 매곡리 101호,,
진천태왕아너스경로당,20090925,운영중,,,,,,30,0,0,대구광역시 달서구 진천동 740-1번지,,
본리2차롯데캐슬경로당,20091009,운영중,,,,,,0,0,0,대구광역시 달서구 본리동 196-1번지,,
진천역화성파크리젠시경로당,20080722,운영중,,,,,,0,0,0,대구광역시 달서구 유천동 120-1번지,,
상인대성스카이렉스경로당,20080919,운영중,,,,,,26,0,0,대구광역시 달서구 상인동 171-1번지,,
성서우방유쉘경로당,20081006,운영중,,,,,,23,0,0,대구광역시 달서구 파호동 24번지,,
"성당래미안,e-편한세상경로당",20081006,운영중,,,,,,22,0,0,대구광역시 달서구 본리동 110번지,,
대곡역화성파크드림경로당,20081023,운영중,,,,,,0,0,0,대구광역시 달서구 유천동 298-1번지,,
비산2.3동 장수경로당,20170810,운영중,,,,,,,,,대구광역시 서구 비산동,,
e편한세상대구금호경로당,20180214,운영중,,,,,,,,,대구광역시 북구 사수동 이편한세상대구금호 경로당,,
매곡18리(청아람푸르지오1단지) 경로당,20110928,운영중,,,,,,0,,,대구광역시 달성군 다사읍 매곡리 청아람푸르지오1단지 경로당,,
침산메트로경로당,20161220,운영중,,,,,,,,,대구광역시 북구 침산동 침산메트로,,
북1리 경로당,19851201,운영중,,,,,,74,,,대구광역시 달성군 논공읍 북리,,
죽곡 청아람푸르지오2단지 경로당,20120803,운영중,,,,,,11,,,대구광역시 달성군 다사읍 죽곡리,,
