사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,입소정원,자격소유인원수,총인원수,정제지번주소,정제도로명주소,정제우편번호
평화경로당,20170623,운영중,,,,,,,,,대구광역시 동구 신암동,,
지묘2동경로당,20170309,운영중,,,,,,,,,대구광역시 동구 지묘동 로얄빌라 B동 202호,,
정대1리 경로당,19900601,운영중,,,,,,,,,대구광역시 달성군 가창면 정대리,,
봉6리(진아리채)경로당,20180702,운영중,,,,,,24,,,대구광역시 달성군 유가면 봉리,,
우방청솔경로당,20180712,운영중,,,,,,,,,대구광역시 수성구 범어동,,
거성경로당,20180903,운영중,,,,,,31,,,대구광역시 수성구 지산동,,
율하롯데캐슬탑클래스경로당,20180525,운영중,,,,,,24,,,대구광역시 동구 율하동 율하 롯데캐슬 TOP CLASS,,
태왕아너스르네상스 경로당,20180625,운영중,,,,,,,,,대구광역시 동구 검사동 태왕아너스르네상스아파트,,
대구혁신LH4단지경로당,20180416,운영중,,,,,,21,,,대구광역시 동구 각산동 대구혁신 LH4단지,,
대구역센트럴자이경로당,20180820,운영중,,,,,,36,,,대구광역시 중구 수창동 대구역센트럴자이,,
봉4리(테크노폴리스4단지)경로당,20180822,운영중,,,,,,,,,대구광역시 달성군 유가읍 봉리,,
교대역동서프라임경로당,20180803,운영중,,,,,,29,,,대구광역시 남구 대명동,,
서재13리(동화아이위시3차)경로당,20180717,운영중,,,,,,25,,,대구광역시 달성군 다사읍 서재리,,
대구노원LH천년나무경로당,20180718,운영중,,,,,,,,,대구광역시 북구 노원동3가 대구노원LH천년나무 경로당,,
남광타운경로당,20180608,운영중,,,,,,,,,대구광역시 수성구 파동,,
천내17리(화원이진캐스빌)경로당,20180629,운영중,,,,,,30,,,대구광역시 달성군 화원읍 천내리,,
죽곡12리(죽곡청아람5단지)경로당,20180629,운영중,,,,,,20,,,대구광역시 달성군 다사읍 죽곡리,,
응암2리,20180321,운영중,,,,,,,,,대구광역시 달성군 구지면 응암리 202호,,
대구혁신도시서한이다음3차경로당,20180402,운영중,,,,,,27,,,대구광역시 동구 대림동 대구혁신도시 서한이다음3차아파트,,
관문경로당,20180628,운영중,,,,,,,,,대구광역시 남구 대명동,,
수성보성타운경로당,19970327,운영중,,,,,,0,,,대구광역시 수성구 수성동4가,,
수성화성쌍용타운경로당,19970625,운영중,,,,,,0,,,대구광역시 수성구 수성동4가,,
우방사랑마을아파트경로당,19971118,운영중,,,,,,0,,,대구광역시 수성구 수성동4가,,
범어삼환나우빌경로당,20081118,운영중,,,,,,0,,,대구광역시 수성구 수성동4가,,
수성롯데캐슬경로당,20090605,운영중,,,,,,0,,,대구광역시 수성구 수성동4가,,
우방1차타운경로당,19890623,운영중,,,,,,,,,대구광역시 수성구 황금동,,
우방2차타운경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 황금동,,
지산시영3단지경로당,19920624,운영중,,,,,,0,,,대구광역시 수성구 지산동,,
황금종합복지관경로당,19921231,운영중,,,,,,0,,,대구광역시 수성구 황금동,,
신천지하이츠경로당,20000418,운영중,,,,,,0,,,대구광역시 수성구 황금동,,
황금2동 제1경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 황금동,,
황금2동 제2경로당,19931013,운영중,,,,,,0,,,대구광역시 수성구 황금동,,
황금미진아파트경로당,20110621,운영중,,,,,,0,,,대구광역시 수성구 황금동,,
중동 제1경로당,19950207,운영중,,,,,,0,,,대구광역시 수성구 중동,,
은혜를 생각하는 경로당,19991005,운영중,,,,,,0,,,대구광역시 수성구 중동,,
광명아파트경로당,19890623,운영중,,,,,,34,,,대구광역시 수성구 중동,,
상동공원경로당,19921231,운영중,,,,,,0,,,대구광역시 수성구 상동,,
상동제2경로당,19950217,운영중,,,,,,0,,,대구광역시 수성구 상동,,
한들경로당,19981001,운영중,,,,,,0,,,대구광역시 수성구 상동,,
덕화경로당,20030806,운영중,,,,,,0,,,대구광역시 수성구 상동,,
장원맨션경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어가든3차경로당,19910120,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
서한두레맨션경로당,19980528,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어청구하이츠경로당,20021227,운영중,,,,,,24,,,대구광역시 수성구 범어동,,
만촌1동 제1경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
럭키골든맨션경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
만촌3동 제1경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
샘골경로당,19990630,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
만촌보성타운경로당,20021031,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
메트로팔레스5단지경로당,20031001,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
메트로팔레스2단지경로당,20030724,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
메트로팔레스1단지경로당,20030702,운영중,,,,,,22,,,대구광역시 수성구 만촌동,,
메트로팔레스3단지경로당,20030619,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
지장경로당,19911021,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
만촌경로당,19950925,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
산장맨션경로당,19930731,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
은세계아파트경로당,19930731,운영중,,,,,,0,,,대구광역시 수성구 시지동,,
서한아파트경로당,19930731,운영중,,,,,,,,,대구광역시 수성구 만촌동,,
만촌2차우방타운경로당,19970801,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
만촌우방타운경로당,19980204,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
수성1가 제1경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
수성1가 제2경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
신세계타운만수당경로당,19910215,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
오성타운경로당,19940614,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
한가람타운경로당,19970612,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
삼우1차타운경로당,19971231,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
영남타워경로당,20000727,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
수성동양엘레브경로당,20071026,운영중,,,,,,0,,,대구광역시 수성구 수성동1가,,
두리봉경로당,20130401,운영중,,,,,,0,,,대구광역시 수성구 만촌동,,
시영1단지경로당,19921231,운영중,,,,,,0,,,대구광역시 수성구 지산동,,
범어1동제1경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
궁전맨션경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
아진맨션경로당,19930429,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
성서용산경로당,19950428,운영중,,,,,,79,0,0,대구광역시 달서구 용산동 905번지,,
와룡타운경로당,19950113,운영중,,,,,,56,0,0,대구광역시 달서구 이곡동 1256번지,,
보성화성아파트경로당,19950714,운영중,,,,,,56,0,0,대구광역시 달서구 이곡동 1191번지,,
청남타운경로당,19950223,운영중,,,,,,44,0,0,대구광역시 달서구 이곡동 1194번지,,
우방타운경로당,19950413,운영중,,,,,,95,0,0,대구광역시 달서구 이곡동 1192번지,,
동서서한아파트경로당,19950601,운영중,,,,,,42,0,0,대구광역시 달서구 이곡동 1189-2번지,,
신당경로당,19950601,운영중,,,,,,53,0,0,대구광역시 달서구 신당동 469번지,,
삼우경로당,19951029,운영중,,,,,,105,0,0,대구광역시 달서구 신당동 883번지,,
성서주공2단지경로당,19951020,운영중,,,,,,73,0,0,대구광역시 달서구 신당동 1846번지,,
진천귀빈2차경로당,19950609,운영중,,,,,,20,0,0,대구광역시 달서구 진천동 210-5번지,,
대곡우방경로당,19950622,운영중,,,,,,24,0,0,대구광역시 달서구 대곡동 2-1번지,,
월배동화타운경로당,19950921,운영중,,,,,,34,0,0,대구광역시 달서구 진천동 66번지,,
진천청구경로당,19950928,운영중,,,,,,50,0,0,대구광역시 달서구 진천동 490번지,,
현대2차경로당,19951110,운영중,,,,,,26,0,0,대구광역시 달서구 진천동 628-2번지,,
제림하나로경로당,19950510,운영중,,,,,,35,0,0,대구광역시 달서구 진천동 478-1번지,,
삼미타운경로당,19950331,운영중,,,,,,30,0,0,대구광역시 달서구 상인동 351-2번지,,
상인평광경로당,19950328,운영중,,,,,,26,0,0,대구광역시 달서구 상인동 1557번지,,
채정경로당,19950921,운영중,,,,,,50,0,0,대구광역시 달서구 상인동 1580-8번지,,
성서주공1단지경로당,19951005,운영중,,,,,,195,0,0,대구광역시 달서구 신당동 1844번지,,
성서주공3단지경로당,19951020,운영중,,,,,,157,0,0,대구광역시 달서구 신당동 1846번지,,
감삼청구타운경로당,19960326,운영중,,,,,,25,0,0,대구광역시 달서구 감삼동 553번지,,
용산경로당,19960209,운영중,,,,,,80,0,0,대구광역시 달서구 용산동 855-4번지,,
유천화성타운경로당,19961023,운영중,,,,,,34,0,0,대구광역시 달서구 유천동 396번지,,
상인청구경로당,19960722,운영중,,,,,,30,0,0,대구광역시 달서구 상인동 1520번지,,
상이군경회달서경로당,19970416,운영중,,,,,,61,0,0,대구광역시 달서구 성당동 830-17번지,,
진천현대경로당,19930930,운영중,,,,,,43,0,0,대구광역시 달서구 진천동 262-2번지,,
월촌경로당,19930728,운영중,,,,,,50,0,0,대구광역시 달서구 상인동 1541-1번지,,
영남화성경로당,19931211,운영중,,,,,,81,0,0,대구광역시 달서구 상인동 1517번지,,
상인동서경로당,19931224,운영중,,,,,,40,0,0,대구광역시 달서구 상인동 1524번지,,
상인보성경로당,19931203,운영중,,,,,,25,0,0,대구광역시 달서구 상인동 1515번지,,
상인동방현대경로당,19931206,운영중,,,,,,25,0,0,대구광역시 달서구 상인동 1514번지,,
상인서한경로당,19930819,운영중,,,,,,25,0,0,대구광역시 달서구 상인동 1523번지,,
상인우방경로당,19930628,운영중,,,,,,33,0,0,대구광역시 달서구 상인동 1516번지,,
월곡경로당,19930601,운영중,,,,,,60,0,0,대구광역시 달서구 상인동 1145-5번지,,
상인제림경로당,19930819,운영중,,,,,,45,0,0,대구광역시 달서구 상인동 1551번지,,
장미4단지경로당,19930930,운영중,,,,,,37,0,0,대구광역시 달서구 상인동 1592번지,,
장미3단지경로당,19930930,운영중,,,,,,25,0,0,대구광역시 달서구 상인동 1591번지,,
비둘기할머니경로당,19931224,운영중,,,,,,80,0,0,대구광역시 달서구 상인동 1563번지,,
비둘기아파트경로당,19931224,운영중,,,,,,43,0,0,대구광역시 달서구 상인동 1564번지,,
송현우방경로당,19930508,운영중,,,,,,50,0,0,대구광역시 달서구 송현동 1029-1번지,,
본동복지관경로당,19930427,운영중,,,,,,110,0,0,대구광역시 달서구 본동 1128번지,,
신천지타운경로당,19911021,운영중,,,,,,0,,,대구광역시 수성구 황금동,,
범어쌍용예가아파트경로당,20110803,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어롯데캐슬경로당,20120911,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
수성동일하이빌경로당,20121022,운영중,,,,,,0,,,대구광역시 수성구 상동,,
범어2동제1경로당,19890623,운영중,,,,,,39,,,대구광역시 수성구 범어동,,
범어2동제2경로당,19940103,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어2동 두산위브더제니스경로당,20100625,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
우방2차경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
우방1차 경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어3동 제1경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
경남타운경로당,19890623,운영중,,,,,,,,,대구광역시 수성구 범어동,,
유신경로당,19890623,운영중,,,,,,22,,,대구광역시 수성구 범어동,,
청구성조타운경로당,19961209,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어월드메르디앙 웨스턴카운터경로당,20100427,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어4동제1경로당,19950601,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
목련아파트경로당,19890623,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
범어에스케이뷰경로당,20100914,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
수성데시앙아파트 경로당,20090605,운영중,,,,,,38,0,0,대구광역시 수성구 수성동4가,,
시지효성백년가약1단지 경로당,20090605,운영중,,,,,,32,0,0,대구광역시 수성구 신매동 30-5번지,,
수성데시앙아파트경로당,20090605,운영중,,,,,,30,0,0,대구광역시 수성구 수성동4가 1017-1번지 104 104동,,
팔현경로당,20091029,운영중,,,,,,23,0,0,대구광역시 수성구 고모동 55-5번지,,
무학경로당,20091113,운영중,,,,,,0,0,0,대구광역시 수성구 지산동 977-10번지,,
열린경로당,20091116,운영중,,,,,,0,0,0,대구광역시 수성구 수성동2가,,
상록수경로당,20091124,운영중,,,,,,0,0,0,대구광역시 수성구 중동 126번지,,
수성2차e편한세상 장수회경로당,20080501,운영중,,,,,,0,0,0,대구광역시 수성구 만촌동 1046-10번지,,
수성월드메르디앙경로당,20080701,운영중,,,,,,27,0,0,대구광역시 수성구 노변동 353번지,,
캐슬골드파크3단지 경로당,20080901,운영중,,,,,,47,0,0,대구광역시 수성구 황금동 367번지,,
신매역 우방유쉘 경로당,20081007,운영중,,,,,,27,0,0,대구광역시 수성구 매호동 775번지,,
유성푸르나임 경로당,20081022,운영중,,,,,,0,0,0,대구광역시 수성구 수성동1가 230번지,,
대우트럼프월드수성경로당,20081016,운영중,,,,,,21,0,0,대구광역시 수성구 두산동 105번지,,
래미안수성경로당,20090401,운영중,,,,,,33,0,0,대구광역시 수성구 범어동,,
캐슬골드파크 1단지 경로당,20070823,운영중,,,,,,50,0,1,대구광역시 수성구 황금동,,
범어유림노르웨이 숲 경로당,20070927,운영중,,,,,,21,0,1,대구광역시 수성구 범어동 906-1번지,,
범어태왕아너스 경로당,20080109,운영중,,,,,,48,0,1,대구광역시 수성구 범어동 475-6번지,,
수성그린타운경로당,20060314,운영중,,,,,,29,0,29,대구광역시 수성구 수성동1가,,
우방팔레스경로당,20060919,운영중,,,,,,23,0,1,대구광역시 수성구 만촌동 775번지,,
한일유앤아이경로당,20061102,운영중,,,,,,24,0,1,대구광역시 수성구 매호동,,
화성파크드림경로당,20061215,운영중,,,,,,20,0,1,대구광역시 수성구 매호동 986-1번지,,
서울중동경로당,20070115,운영중,,,,,,37,0,1,대구광역시 수성구 중동,,
매호효성백년가약경로당,20070115,운영중,,,,,,31,0,1,대구광역시 수성구 매호동 750번지,,
파동 태왕리더스 경로당,20070216,운영중,,,,,,23,0,1,대구광역시 수성구 파동 197-1번지,,
푸르지오경로당,20070412,운영중,,,,,,26,0,1,대구광역시 수성구 사월동 325번지,,
범어청구푸른마을경로당,20071026,운영중,,,,,,0,,,대구광역시 수성구 범어동,,
새마을경로당,19790407,운영중,,,,,,87,0,0,대구광역시 서구 평리동 1032-2번지,,
평리경로당,19731106,운영중,,,,,,60,0,0,대구광역시 서구 평리동 707-31번지,,
신평리경로당,19800820,운영중,,,,,,65,0,0,대구광역시 서구 평리동 1337-1번지,,
만수경로당,19871201,운영중,,,,,,30,0,0,대구광역시 서구 평리동 1439-1번지,,
광명경로당,19801105,운영중,,,,,,55,0,0,대구광역시 서구 평리동 619-1번지,,
상리2동경로당,19801020,운영중,,,,,,40,0,0,대구광역시 서구 상리동 237-1번지,,
이현경로당,19800307,운영중,,,,,,80,0,0,대구광역시 서구 이현동 36-6번지,,
중리시영2차경로당,19861129,운영중,,,,,,29,0,0,대구광역시 서구 중리동 72번지,,
꽃동네경로당,19810320,운영중,,,,,,30,0,0,대구광역시 서구 중리동 121-1번지,,
중리경로당,19880401,운영중,,,,,,95,0,0,대구광역시 서구 중리동 1137-6번지,,
진달래2차경로당,19840723,운영중,,,,,,37,0,0,대구광역시 서구 중리동 42-1번지,,
중리시영경로당,19850508,운영중,,,,,,30,0,0,대구광역시 서구 중리동 99번지,,
중리아파트경로당,19790730,운영중,,,,,,90,0,0,대구광역시 서구 중리동 26-1번지,,
황성정경로당,19891201,운영중,,,,,,59,0,0,대구광역시 서구 내당동 11-8번지,,
홍실2차아파트경로당,19890507,운영중,,,,,,33,0,0,대구광역시 서구 내당동 11-1번지,,
비산1동경로당,19900712,운영중,,,,,,30,0,0,대구광역시 서구 비산동 750-8번지,,
대성경로당,19940221,운영중,,,,,,98,0,0,대구광역시 달서구 두류동 138-15번지,,
구마아파트여자경로당,19940531,운영중,,,,,,0,0,0,대구광역시 달서구 본리동 646번지,,
감삼제2경로당,19940720,운영중,,,,,,31,0,0,대구광역시 달서구 감삼동 282-4번지,,
장기동노인회,19940830,운영중,,,,,,165,0,0,대구광역시 달서구 장기동 274번지,,
대백창신한라경로당,19941228,운영중,,,,,,79,0,0,대구광역시 달서구 이곡동 1194-2번지,,
진천우방경로당,19940419,운영중,,,,,,30,0,0,대구광역시 달서구 진천동 263번지,,
보성은하타운경로당,19941226,운영중,,,,,,80,0,0,대구광역시 달서구 상인동 42번지,,
동화태왕한양경로당,19940226,운영중,,,,,,35,0,0,대구광역시 달서구 상인동 1501번지,,
성지맨션경로당,19941210,운영중,,,,,,24,0,0,대구광역시 달서구 상인동 1522번지,,
보라맨션경로당,19941022,운영중,,,,,,26,0,0,대구광역시 달서구 상인동 1106-1번지,,
도원경로당,19940531,운영중,,,,,,35,0,0,대구광역시 달서구 도원동 1133번지,,
백일월성경로당,19911227,운영중,,,,,,35,0,0,대구광역시 달서구 월성동 84번지,,
귀빈경로당,19910615,운영중,,,,,,20,0,0,대구광역시 달서구 진천동 205-1번지,,
송곡경로당,19910729,운영중,,,,,,61,0,0,대구광역시 달서구 송현동 295-64번지,,
화성타운경로당,19920711,운영중,,,,,,33,0,0,대구광역시 달서구 월성동 500-7번지,,
1차보성경로당,19920623,운영중,,,,,,60,0,0,대구광역시 달서구 월성동 364번지,,
우방타운경로당,19920810,운영중,,,,,,28,0,0,대구광역시 달서구 월성동 500-9번지,,
월성청구경로당,19920810,운영중,,,,,,26,0,0,대구광역시 달서구 월성동 500번지,,
월성영남경로당,19921215,운영중,,,,,,32,0,0,대구광역시 달서구 월성동 500-6번지,,
동서타운경로당,19920623,운영중,,,,,,30,0,0,대구광역시 달서구 월성동 277-3번지,,
2차보성경로당,19920803,운영중,,,,,,40,0,0,대구광역시 달서구 월성동 277번지,,
서한타운경로당,19920508,운영중,,,,,,30,0,0,대구광역시 달서구 월성동 89번지,,
월성4주공경로당,19920508,운영중,,,,,,50,0,0,대구광역시 달서구 월성동 270번지,,
월진경로당,19920305,운영중,,,,,,81,0,0,대구광역시 달서구 진천동 94번지,,
대곡금강경로당,19921215,운영중,,,,,,27,0,0,대구광역시 달서구 대곡동 4번지,,
대곡청구경로당,19920901,운영중,,,,,,77,0,0,대구광역시 달서구 대곡동 77번지,,
월평경로당,19920601,운영중,,,,,,73,0,0,대구광역시 달서구 상인동 263-16번지,,
상인은행경로당,19920304,운영중,,,,,,50,0,0,대구광역시 달서구 상인동 1587번지,,
월성주공5단지경로당,19920508,운영중,,,,,,70,0,0,대구광역시 달서구 본동 616번지,,
구암경로당,19921004,운영중,,,,,,100,0,0,대구광역시 달서구 송현동 1903-29번지,,
월성2단지경로당,19920125,운영중,,,,,,110,0,0,대구광역시 달서구 월성동 86번지,,
월성3단지경로당,19920301,운영중,,,,,,88,0,0,대구광역시 달서구 월성동 273번지,,
죽전경로당,19930601,운영중,,,,,,30,0,0,대구광역시 달서구 죽전동 180-3번지,,
동백만수당경로원,19930615,운영중,,,,,,28,0,0,대구광역시 달서구 진천동 131번지,,
조암경로당,19871009,운영중,,,,,,73,0,0,대구광역시 달서구 월성동 1450번지,,
월암분회경로당,19871015,운영중,,,,,,65,0,0,대구광역시 달서구 월성동 1533-4번지,,
진천경로당,19871208,운영중,,,,,,101,0,0,대구광역시 달서구 진천동 831-5번지,,
주공3단지경로당,19870920,운영중,,,,,,72,0,0,대구광역시 달서구 상인동 797번지,,
백조제1경로당,19870601,운영중,,,,,,60,0,0,대구광역시 달서구 상인동 1476-1번지,,
청구리린2차경로당,19870726,운영중,,,,,,0,0,0,대구광역시 달서구 본동 247번지,,
청학정경로당,19881101,운영중,,,,,,20,0,0,대구광역시 달서구 감삼동 40-1번지,,
장관빌라경로당,19881210,운영중,,,,,,28,0,0,대구광역시 달서구 송현동 1991번지,,
사월화성파크드림 2단지 경로당,20070427,운영중,,,,,,25,0,1,대구광역시 수성구 신매동 46번지,,
두견화경로당,19831001,운영중,,,,,,32,0,0,대구광역시 서구 중리동 82-2번지,,
비일경로당,19901114,운영중,,,,,,34,0,0,대구광역시 서구 비산동 2100-76번지,,
청수경로당,19910119,운영중,,,,,,45,0,0,대구광역시 서구 평리동 1209-17번지,,
평리5동경로당,19910110,운영중,,,,,,72,0,0,대구광역시 서구 평리동,,
원대1.2가경로당,19910206,운영중,,,,,,37,0,0,대구광역시 서구 원대동1가 74-2번지,,
명우경로당,19830519,운영중,,,,,,30,0,0,대구광역시 서구 내당동 340번지,,
삼익뉴타운경로당,19821024,운영중,,,,,,42,0,0,대구광역시 서구 내당동 308-1번지,,
내서경로당,19720130,운영중,,,,,,45,0,0,대구광역시 서구 내당동 200-29번지,,
시영내당(아)경로당,19800430,운영중,,,,,,40,0,0,대구광역시 서구 내당동 202-6번지,,
홍실1차아파트경로당,19861001,운영중,,,,,,78,0,0,대구광역시 서구 내당동 28-1번지,,
내당2동장수경로당,19790301,운영중,,,,,,38,0,0,대구광역시 서구 내당동 971-23번지,,
삼화경로당,19580301,운영중,,,,,,44,0,0,대구광역시 서구 내당동 890-40번지,,
내당2동경로당,19590920,운영중,,,,,,36,0,0,대구광역시 서구 내당동 1006-43번지,,
내당경로당,19811010,운영중,,,,,,115,0,0,대구광역시 서구 내당동 923-46번지,,
천일경로당,19700403,운영중,,,,,,33,0,0,대구광역시 서구 내당동 890-103번지,,
삼익맨션경로당,19800720,운영중,,,,,,25,0,0,대구광역시 서구 내당동 350-1번지,,
광장타운경로당,19840319,운영중,,,,,,35,0,0,대구광역시 서구 내당동 463-5번지,,
내당4동경로당,19891020,운영중,,,,,,55,0,0,대구광역시 서구 내당동 463-7번지,,
당산경로당,19680710,운영중,,,,,,94,0,0,대구광역시 서구 비산동 572-12번지,,
원상경로당,19801008,운영중,,,,,,51,0,0,대구광역시 서구 비산동 816-18번지,,
만수정경로당,19870408,운영중,,,,,,35,0,0,대구광역시 서구 비산동 733번지,,
인동촌경로당,19830615,운영중,,,,,,25,0,0,대구광역시 서구 비산동 25-5번지,,
달성경로당,19710210,운영중,,,,,,23,0,0,대구광역시 서구 비산동 156-14번지,,
모범경로당,19550407,운영중,,,,,,40,0,0,대구광역시 서구 비산동 404-19번지,,
정화경로당,19841129,운영중,,,,,,50,0,0,대구광역시 서구 비산동 200-8번지,,
상록경로당,19660615,운영중,,,,,,45,0,0,대구광역시 서구 비산동 180-19번지,,
비산5동 제1경로당,19731210,운영중,,,,,,42,0,0,대구광역시 서구 비산동 1033-24번지,,
대덕경로당,19890201,운영중,,,,,,10,0,0,대구광역시 서구 비산동 469-6번지,,
비산7동제1경로당,19790901,운영중,,,,,,25,0,0,대구광역시 서구 비산동 1240-8번지,,
들마을경로당,19830305,운영중,,,,,,68,0,0,대구광역시 서구 평리동,,
사월화성파크드림3단지경로당,20070515,운영중,,,,,,25,0,1,대구광역시 수성구 신매동 49번지,,
범어화성파크드림,20070515,운영중,,,,,,48,0,1,대구광역시 수성구 범어동 2148번지,,
신매효성백년가야경로당,20070615,운영중,,,,,,23,0,1,대구광역시 수성구 신매동 280번지,,
신매한라하우젠트노인정,20070702,운영중,,,,,,21,0,1,대구광역시 수성구 신매동 10-31번지,,
캐슬골드파크 5단지 경로당,20070711,운영중,,,,,,47,0,1,대구광역시 수성구 황금동 369번지,,
캐슬골드파크 4단지 경로당,20070711,운영중,,,,,,27,0,1,대구광역시 수성구 황금동 368번지,,
수성서한이다음 경로당,20070727,운영중,,,,,,27,0,1,대구광역시 수성구 수성동1가 269-1번지,,
태왕유성하이빌 경로당,20040517,운영중,,,,,,0,0,54,대구광역시 수성구 범어동,,
태왕레전드경로당,20040719,운영중,,,,,,0,0,50,대구광역시 수성구 욱수동 185-1번지,,
수성우방팔레스경로당,20041025,운영중,,,,,,30,0,30,대구광역시 수성구 수성동4가 1090-1번지,,
동신실리안경로당,20041025,운영중,,,,,,48,0,48,대구광역시 수성구 파동 24-9번지,,
수성태왕하이츠 리버뷰 경로당,20041102,운영중,,,,,,34,0,34,대구광역시 수성구 수성동1가 93-1번지,,
태왕아너스경로당,20050510,운영중,,,,,,60,0,60,대구광역시 수성구 황금동 99-1번지,,
태왕5차월드하이츠경로당,20050628,운영중,,,,,,25,0,25,대구광역시 수성구 욱수동,,
수성대백인터빌경로당,20050630,운영중,,,,,,55,0,55,대구광역시 수성구 수성동1가,,
만촌태왕리더스경로당,20050822,운영중,,,,,,41,0,41,대구광역시 수성구 만촌동 995-1번지,,
화성파크뷰경로당,20051005,운영중,,,,,,25,0,25,대구광역시 수성구 파동 486-1번지,,
만촌화성파크스위트경로당,20051020,운영중,,,,,,0,0,37,대구광역시 수성구 만촌동 272번지,,
화성파트스위트경로당,20051020,운영중,,,,,,37,0,37,대구광역시 수성구 만촌동 272번지,,
수성대림e-편한세상경로당,20051122,운영중,,,,,,22,0,66,대구광역시 수성구 수성동4가 1115-16번지,,
태성맨션 경로당,19941206,운영중,,,,,,0,0,0,대구광역시 수성구 신매동,,
두성타운경로당,19960509,운영중,,,,,,50,0,0,대구광역시 수성구 범물동 887번지,,
정화우방팔레스경로당,20031020,운영중,,,,,,0,0,30,대구광역시 수성구 상동 72번지,,
범물삼주타운노인정,20031028,운영중,,,,,,0,0,40,대구광역시 수성구 범물동 1382번지,,
이천경로당,20031027,운영중,,,,,,59,0,59,대구광역시 수성구 이천동 477-6번지,,
현대백조경로당,19890331,운영중,,,,,,39,0,0,대구광역시 달서구 본리동 433번지,,
주공1단지경로당,19890601,운영중,,,,,,49,0,0,대구광역시 달서구 본리동 110번지,,
신정경로당,19890308,운영중,,,,,,50,0,0,대구광역시 달서구 진천동 684-27번지,,
낙원경로당,19890411,운영중,,,,,,64,0,0,대구광역시 달서구 상인동 1473번지,,
산호타운경로당,19891026,운영중,,,,,,25,0,0,대구광역시 달서구 상인동 1474-1번지,,
은하경로당,19891214,운영중,,,,,,64,0,0,대구광역시 달서구 상인동 1474번지,,
송영경로당,19890601,운영중,,,,,,80,0,0,대구광역시 달서구 송현동 388번지,,

