2015 년 행정구역 배출량,,,,,,,,,,,,,,
,,,,,,조사년도,오염물질,,,,,,,
,,,,,,2015년,2015년,2015년,2015년,2015년,2015년,2015년,2015년,"2015년 (단위:kg , 비산먼지 포함)"
시도,시군구,배출원대분류,배출원중분류,배출원소분류,연료대분류,CO,NOx,SOx,TSP,PM10,PM2.5,VOC,NH3,BC
대구광역시,북구,비산먼지,축산활동,돼지,기타,,,,826,275,45,,,
대구광역시,북구,생물성 연소,노천 소각,생활폐기물 소각,기타,"9,240","1,211",,"2,953","2,022","1,793","9,874",5,76
대구광역시,북구,생물성 연소,농업잔재물 소각,과수,기타,"23,855","1,320",,"2,929","1,365","1,126","15,663",1,319
대구광역시,북구,생물성 연소,농업잔재물 소각,두류,기타,280,7,,530,211,179,483,,28
대구광역시,북구,생물성 연소,농업잔재물 소각,잡곡,기타,"1,944",41,,118,44,36,183,,10
대구광역시,북구,생물성 연소,농업잔재물 소각,채소,기타,"20,287",427,,"1,232",461,377,"1,911",,100
대구광역시,북구,생물성 연소,농업잔재물 소각,특용작물,기타,"32,551","1,253",,"7,999","2,883","2,429","8,388",2,333
대구광역시,북구,생물성 연소,농업잔재물 소각,맥류,기타,35,2,,7,5,3,9,,
대구광역시,북구,생물성 연소,고기 및 생선구이,쇠고기,기타,17,15,3,"1,131","1,131","1,054",120,,43
대구광역시,북구,생물성 연소,고기 및 생선구이,돼지고기,기타,58,42,9,"2,649","2,649","2,407",744,,98
대구광역시,북구,생물성 연소,고기 및 생선구이,닭고기,기타,1,1,,144,144,135,21,,5
대구광역시,북구,생물성 연소,고기 및 생선구이,오리고기,기타,8,5,1,236,236,218,139,,9
대구광역시,북구,생물성 연소,목재난로및보일러,화목난로및보일러,기타,"73,673",677,66,"6,389","2,785","1,769","21,152",7,332
대구광역시,북구,생물성 연소,아궁이,장작,기타,"7,202",718,11,162,79,65,"1,921",1,17
대구광역시,북구,생물성 연소,아궁이,생활폐기물,기타,655,106,2,95,77,56,424,2,2
대구광역시,북구,생물성 연소,아궁이,농업잔재물,기타,"3,133",140,3,58,53,46,729,,5
대구광역시,수성구,비산업 연소,상업 및 공공기관시설,기타,경유,"1,487","5,949",23,42,39,25,74,238,2
대구광역시,수성구,비산업 연소,상업 및 공공기관시설,기타,등유,"4,126","14,853",70,33,30,28,206,660,3
대구광역시,수성구,비산업 연소,상업 및 공공기관시설,기타,LPG,"2,273","11,026",50,36,36,36,598,130,14
대구광역시,수성구,비산업 연소,상업 및 공공기관시설,기타,LNG,"11,454","66,217",179,54,54,54,"3,221",913,21
대구광역시,수성구,비산업 연소,상업 및 공공기관시설,가스히트펌프,LNG,"85,590","63,743",,,,,,,
대구광역시,수성구,비산업 연소,주거용시설,기타,무연탄,"215,605","39,037","68,967","4,017","3,081","1,605",268,2,30
대구광역시,수성구,비산업 연소,주거용시설,기타,B-C유,171,"1,893","1,335",468,429,116,55,27,1
대구광역시,수성구,비산업 연소,주거용시설,기타,경유,5,19,,1,1,1,,1,
대구광역시,수성구,비산업 연소,주거용시설,기타,등유,"2,213","7,966",38,177,162,152,111,354,15
대구광역시,수성구,비산업 연소,주거용시설,기타,LPG,843,"4,091",18,133,133,133,222,48,51
대구광역시,수성구,비산업 연소,주거용시설,기타,LNG,"71,621","414,060","1,119","3,357","3,357","3,357","20,143","5,707","1,289"
대구광역시,수성구,비산업 연소,농업.축산.수산업시설,기타,경유,28,111,,8,7,5,1,4,
대구광역시,수성구,제조업 연소,공정로,아스팔트 콘크리트 생산,B-C유,530,"5,862","3,503",31,28,15,136,85,
대구광역시,수성구,제조업 연소,기타,"음,식료품 제조업",LNG,83,227,1,,,,11,3,
대구광역시,수성구,제조업 연소,기타,"섬유제품제조업(봉제,의복 제외)",LNG,9,25,,,,,1,,
대구광역시,수성구,제조업 연소,기타,봉제의복 및 모피제품 제조업,LNG,34,92,,,,,4,1,
대구광역시,수성구,제조업 연소,기타,"가죽,가방 및 신발 제조업",LNG,3,8,,,,,,,
대구광역시,수성구,제조업 연소,기타,목재 및 나무제품 제조업(가구 제외),LNG,2,5,,,,,,,
대구광역시,수성구,제조업 연소,기타,"펄프, 종이 및 종이제품 제조업",LNG,2,6,,,,,,,
대구광역시,수성구,제조업 연소,기타,"출판, 인쇄 및 기록매체 복제업",LNG,8,23,,,,,1,,
대구광역시,수성구,제조업 연소,기타,화합물 및 화학제품 제조업,경유,10,39,,,,,,2,
대구광역시,수성구,제조업 연소,기타,화합물 및 화학제품 제조업,LNG,3,9,,,,,,,
대구광역시,수성구,제조업 연소,기타,고무 및 플라스틱 제품 제조업,LNG,3,10,,,,,,,
대구광역시,수성구,제조업 연소,기타,비금속광물제품 제조업,LNG,6,17,,,,,1,,
대구광역시,수성구,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),LNG,18,50,,,,,2,1,
대구광역시,수성구,제조업 연소,기타,기타 기계 및 장비 제조업,LNG,6,16,,,,,1,,
대구광역시,수성구,제조업 연소,기타,기타 전기기계 및 전기변환장치 제조업,LNG,21,57,,,,,3,1,
대구광역시,수성구,제조업 연소,기타,"전자부품, 영상, 음향 및 통신장비 제조업",LNG,1,2,,,,,,,
대구광역시,수성구,제조업 연소,기타,"의료, 정밀, 광학기기 및 시계 제조업",LNG,45,123,,,,,6,2,
대구광역시,수성구,제조업 연소,기타,자동차 및 트레일러 제조업,LNG,2,4,,,,,,,
대구광역시,수성구,제조업 연소,기타,기타 운송장비 제조업,LNG,1,3,,,,,,,
대구광역시,수성구,제조업 연소,기타,가구 및 기타제품 제조업,경유,35,140,1,1,1,1,2,6,
대구광역시,수성구,제조업 연소,기타,가구 및 기타제품 제조업,등유,4,16,,,,,,1,
대구광역시,수성구,제조업 연소,기타,가구 및 기타제품 제조업,LPG,87,262,1,1,1,1,14,3,
대구광역시,수성구,제조업 연소,기타,가구 및 기타제품 제조업,LNG,34,94,,,,,5,1,
대구광역시,수성구,생산공정,식음료 가공,"육류,생선가공",기타,,,,,,,13,,
대구광역시,수성구,생산공정,식음료 가공,마가린과요리용지방,기타,,,,,,,"9,218",,
대구광역시,수성구,생산공정,기타 제조업,유리(탄소제거공정),기타,10,443,288,10,9,8,21,,
대구광역시,수성구,에너지수송 및 저장,휘발유 공급,주유소(주유시 포함),휘발유,,,,,,,"33,158",,
대구광역시,수성구,유기용제 사용,도장시설,자동차 수리,기타,,,,,,,"50,015",,
대구광역시,수성구,유기용제 사용,도장시설,건축 및 건물,기타,,,,,,,"272,312",,
대구광역시,수성구,유기용제 사용,도장시설,코일 코팅,기타,,,,,,,"52,564",,
대구광역시,수성구,유기용제 사용,도장시설,"나무,가구제조",기타,,,,,,,"12,869",,
대구광역시,수성구,유기용제 사용,도장시설,기타 산업용 도장공정,기타,,,,,,,850,,
대구광역시,수성구,유기용제 사용,도장시설,기타 비산업용 도장공정,기타,,,,,,,"141,335",,
대구광역시,수성구,유기용제 사용,세정시설,기타 산업용 세정공정,기타,,,,,,,592,,
대구광역시,수성구,유기용제 사용,세탁시설,세탁(드라이크리닝),기타,,,,,,,"205,084",,
대구광역시,수성구,유기용제 사용,기타 유기용제사용,인쇄업,기타,,,,,,,"28,167",,
대구광역시,수성구,유기용제 사용,기타 유기용제사용,가정 및 상업용 유기용제사용,기타,,,,,,,"1,192,715",,
대구광역시,수성구,유기용제 사용,기타 유기용제사용,아스팔트 도로 포장,기타,,,,,,,16,,
대구광역시,수성구,도로이동오염원,승용차,경형,휘발유,"194,352","15,625",74,2,2,2,"31,193","12,945",
대구광역시,수성구,도로이동오염원,승용차,경형,LPG,"1,021",238,4,,,,65,,
대구광역시,수성구,도로이동오염원,승용차,소형,경유,572,"8,552",4,158,158,145,140,6,83
대구광역시,수성구,도로이동오염원,승용차,소형,휘발유,"262,067","45,392",52,5,5,5,"35,958","9,010",1
대구광역시,수성구,도로이동오염원,승용차,소형,LPG,784,156,,,,,35,,
대구광역시,수성구,도로이동오염원,승용차,중형,경유,"4,595","93,609",48,342,342,315,"2,642",85,181
대구광역시,수성구,도로이동오염원,승용차,중형,휘발유,"543,120","96,702",230,76,76,70,"83,022","39,484",15
대구광역시,수성구,도로이동오염원,승용차,중형,LPG,"138,847","26,662",71,,,,"4,696",,
대구광역시,수성구,도로이동오염원,승용차,대형,경유,"2,874","54,796",,193,193,177,"1,646",,102
대구광역시,수성구,도로이동오염원,승용차,대형,휘발유,"373,936","61,071",176,85,85,78,"51,073","30,229",16
대구광역시,수성구,도로이동오염원,승용차,대형,LPG,"35,101","6,296",20,,,,"1,083",,
대구광역시,수성구,도로이동오염원,택시,중형,LPG,"21,530","6,868",137,,,,"1,116",,
대구광역시,수성구,도로이동오염원,택시,대형,LPG,43,13,,,,,3,,
대구광역시,수성구,도로이동오염원,승합차,경형,휘발유,80,26,,,,,35,3,
대구광역시,수성구,도로이동오염원,승합차,경형,LPG,"4,190",537,2,,,,286,,
대구광역시,수성구,도로이동오염원,승합차,소형,경유,"3,553","32,506",10,"1,318","1,318","1,212",917,18,697
대구광역시,수성구,도로이동오염원,승합차,소형,LPG,991,193,,,,,38,,
대구광역시,수성구,도로이동오염원,승합차,중형,경유,"3,964","11,129",3,312,312,287,"1,044",3,165
대구광역시,수성구,도로이동오염원,승합차,대형,경유,"1,407","5,350",2,62,62,57,189,1,44
대구광역시,수성구,도로이동오염원,승합차,특수,경유,"2,315","11,597",3,152,152,140,603,3,108
대구광역시,수성구,도로이동오염원,버스,시내버스,CNG,"4,501","88,293",,,,,"109,868",,
대구광역시,수성구,도로이동오염원,버스,시외버스,경유,"1,994","7,219",3,88,88,81,210,5,63
대구광역시,수성구,도로이동오염원,버스,전세버스,경유,"2,312","8,530",4,85,85,78,226,4,60
대구광역시,수성구,도로이동오염원,화물차,경형,휘발유,63,33,,,,,13,7,
대구광역시,수성구,도로이동오염원,화물차,경형,LPG,"6,563","1,013",4,,,,480,,
대구광역시,수성구,도로이동오염원,화물차,소형,경유,"51,413","337,939",109,"13,141","13,141","12,089","9,822",205,"6,949"
대구광역시,수성구,도로이동오염원,화물차,소형,휘발유,72,18,,,,,6,,
대구광역시,수성구,도로이동오염원,화물차,소형,LPG,"4,794","1,331",1,,,,241,,
대구광역시,수성구,도로이동오염원,화물차,중형,경유,"100,296","209,318",107,"6,987","6,987","6,428","29,057",49,"1,489"
대구광역시,수성구,도로이동오염원,화물차,대형,경유,"17,328","82,474",24,"2,984","2,984","2,745","3,988",27,"2,117"
대구광역시,수성구,도로이동오염원,화물차,특수,경유,"6,167","20,685",16,463,463,426,"1,717",6,329
대구광역시,수성구,도로이동오염원,화물차,특수,CNG,217,528,,,,,480,,
대구광역시,수성구,도로이동오염원,화물차,덤프트럭,경유,"2,322","13,144",5,367,367,338,531,5,260
대구광역시,수성구,도로이동오염원,화물차,콘크리트믹서트럭,경유,780,"4,417",2,123,123,113,178,2,88
대구광역시,수성구,도로이동오염원,특수차,구난차,경유,164,364,,10,10,9,47,,7
대구광역시,수성구,도로이동오염원,특수차,견인차,경유,"3,273","7,278",4,206,206,190,942,5,146
대구광역시,수성구,도로이동오염원,특수차,기타,경유,323,"1,085",1,21,21,19,95,1,15
대구광역시,수성구,도로이동오염원,RV,소형,경유,"35,461","404,210",154,"9,600","9,600","8,832","10,012",275,"5,076"
대구광역시,수성구,도로이동오염원,RV,소형,휘발유,"4,886",456,,,,,457,,
대구광역시,수성구,도로이동오염원,RV,소형,LPG,"88,887","18,614",21,,,,"3,437",,
대구광역시,수성구,도로이동오염원,RV,중형,경유,"73,810","258,070",80,"10,986","10,986","10,107","10,274",143,"5,810"
대구광역시,수성구,도로이동오염원,RV,중형,휘발유,"1,100",106,,1,1,1,155,,
대구광역시,수성구,도로이동오염원,RV,중형,LPG,"24,891","5,613",6,,,,878,,
대구광역시,수성구,도로이동오염원,이륜차,50cc 미만,휘발유,"27,034",132,2,,,,"1,553",8,
대구광역시,수성구,도로이동오염원,이륜차,50cc 이상,휘발유,"65,938","5,069",14,,,,"4,939",87,
대구광역시,수성구,도로이동오염원,이륜차,100cc 이상,휘발유,"120,485","9,262",26,,,,"9,025",158,
대구광역시,수성구,도로이동오염원,이륜차,260cc 이상,휘발유,"10,805","2,089",4,,,,"1,131",27,
대구광역시,수성구,비도로이동오염원,철도,기관차,경유,"7,560","18,458",470,"1,193","1,193","1,098","3,057",32,846
대구광역시,수성구,비도로이동오염원,철도,동차,경유,578,"1,546",42,112,112,103,120,11,80
대구광역시,수성구,비도로이동오염원,농업기계,경운기,경유,602,"1,204",,120,120,111,181,4,85
대구광역시,수성구,비도로이동오염원,농업기계,콤바인,경유,5,9,,1,1,1,1,,1
대구광역시,수성구,비도로이동오염원,농업기계,분무기류,경유,413,826,,83,83,76,124,2,59
대구광역시,수성구,비도로이동오염원,농업기계,양수기,경유,257,514,,51,51,47,77,2,36
대구광역시,수성구,비도로이동오염원,농업기계,탈곡기,경유,68,136,,14,14,13,20,,10
대구광역시,수성구,비도로이동오염원,농업기계,트랙터,경유,105,333,,17,17,15,20,1,12
대구광역시,수성구,비도로이동오염원,농업기계,이앙기,경유,8,15,,2,2,1,2,,1
대구광역시,수성구,비도로이동오염원,건설장비,불도저,경유,"2,158","4,248",1,231,231,212,674,1,164
대구광역시,수성구,비도로이동오염원,건설장비,로우더,경유,"9,903","19,690",8,"1,055","1,055",970,"2,671",6,748
대구광역시,수성구,비도로이동오염원,건설장비,지게차,경유,"46,073","97,079",39,"5,470","5,470","5,032","13,157",28,"3,881"
대구광역시,수성구,비도로이동오염원,건설장비,굴삭기,경유,"49,250","96,089",47,"5,219","5,219","4,802","11,142",34,"3,703"
대구광역시,수성구,비도로이동오염원,건설장비,기중기,경유,"6,607","21,513",7,838,838,771,"2,520",5,595
대구광역시,수성구,비도로이동오염원,건설장비,콘크리트펌프,경유,"4,091","7,174",5,168,168,155,"1,274",4,119
대구광역시,수성구,비도로이동오염원,건설장비,로울러,경유,"2,439","4,799",2,269,269,248,707,1,191
대구광역시,수성구,비도로이동오염원,건설장비,공기압축기,경유,"2,419","7,871",3,304,304,280,"1,024",2,216
대구광역시,수성구,비도로이동오염원,건설장비,천공기,경유,"1,319","4,318",2,168,168,154,548,1,119
대구광역시,수성구,폐기물처리,기타 폐기물 처리,산업폐수 처리,기타,,,,,,,,2,
대구광역시,수성구,폐기물처리,기타 폐기물 처리,주거와 상업폐수 처리,기타,,,,,,,,16,
대구광역시,수성구,농업,비료사용농경지,농경지,,,,,,,,,"8,378",
대구광역시,수성구,농업,분뇨관리,젖소,기타,,,,,,,,"1,894",
대구광역시,수성구,농업,분뇨관리,일반 소,기타,,,,,,,,"24,747",
대구광역시,수성구,농업,분뇨관리,돼지,기타,,,,,,,,"17,899",
대구광역시,수성구,농업,분뇨관리,닭,기타,,,,,,,,"120,274",
대구광역시,수성구,농업,분뇨관리,기타 가금류,기타,,,,,,,,6,
대구광역시,수성구,농업,분뇨관리,양 및 염소,기타,,,,,,,,57,
대구광역시,수성구,농업,분뇨관리,기제류,기타,,,,,,,,46,
대구광역시,수성구,농업,분뇨관리,모피동물,기타,,,,,,,,47,
대구광역시,수성구,농업,분뇨관리,기타,기타,,,,,,,,"5,138",
대구광역시,수성구,기타 면오염원,산불 및 화재,산불,기타,42,1,,5,3,3,7,,
